DATEPRD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND
25-Nov-09,15/9-F-12,24,252.727,106.995,188.161,,67.11438,64.566,80.364,30.792,4837,680811,171,,production
26-Nov-09,15/9-F-12,24,252.751,106.994,188.22,,67.09705,64.531,79.862,30.582,4881,692848,416,,production
27-Nov-09,15/9-F-12,24,252.836,107.002,188.876,15.878,66.04835,63.96,82.608,29.993,4865,690194,382,,production
28-Nov-09,15/9-F-12,24,252.93,107.014,189.544,16.072,67.84285,63.386,83.742,29.424,4855,688774,382,,production
29-Nov-09,15/9-F-12,24,252.253,107.032,190.33,16.027,70.09954,61.923,83.417,28.204,5013,726587,414,,production
30-Nov-09,15/9-F-12,24,252.001,107.038,190.601,16.006,69.29445,61.4,83.452,27.693,5062,714850,446,,production
01-Dec-09,15/9-F-12,24,252.171,107.041,190.482,16.076,70.52171,61.69,82.956,27.99,5031,711209,409,,production
02-Dec-09,15/9-F-12,24,252.212,107.043,190.377,15.825,70.5235,61.835,81.322,28.125,5048,714501,453,,production
03-Dec-09,15/9-F-12,24,252.125,107.045,190.418,15.76,70.71423,61.708,80.513,27.979,5044,713782,448,,production
04-Dec-09,15/9-F-12,24,251.495,107.054,190.914,15.821,72.76745,60.581,81.62,26.796,5485,774012,574,,production
05-Dec-09,15/9-F-12,24,253.411,107.034,189.897,15.81,69.45896,63.514,81.585,29.83,5190,732245,536,,production
06-Dec-09,15/9-F-12,24,252.99,107.033,190.206,15.798,69.43213,62.785,81.322,29.113,5303,744580,565,,production
07-Dec-09,15/9-F-12,24,251.512,107.06,191.039,15.922,72.92619,60.473,81.839,26.67,5468,767621,578,,production
08-Dec-09,15/9-F-12,24,251.402,107.063,191.257,15.988,73.07949,60.145,82.865,26.347,5604,785561,539,,production
09-Dec-09,15/9-F-12,24,251.435,107.065,191.11,16,72.90647,60.325,82.333,26.539,5601,781601,551,,production
10-Dec-09,15/9-F-12,24,251.665,107.061,191.229,16.188,71.95349,60.435,83.846,26.664,5549,773989,423,,production
11-Dec-09,15/9-F-12,24,251.862,107.055,191.095,16.27,70.91464,60.768,84.209,27.032,5480,767199,350,,production
12-Dec-09,15/9-F-12,24,251.793,107.054,191.005,16.274,70.74211,60.789,84.159,27.062,5465,763675,563,,production
13-Dec-09,15/9-F-12,23,253.186,107.04,191.136,15.704,68.15052,62.05,83.013,28.395,5050,706497,599,,production
14-Dec-09,15/9-F-12,24,252.148,107.048,190.979,16.549,69.88956,61.169,83.945,27.453,5381,754743,592,,production
15-Dec-09,15/9-F-12,24,252.187,107.043,191.03,16.375,70.57019,61.157,83.834,27.442,5367,776432,581,,production
16-Dec-09,15/9-F-12,24,251.867,107.046,190.845,16.328,69.9416,61.022,83.403,27.307,5358,749752,360,,production
17-Dec-09,15/9-F-12,22.86,252.179,107.044,190.813,16.077,68.83235,61.366,81.45,27.975,5018,705592,552,,production
18-Dec-09,15/9-F-12,23.48,271.189,106.752,183.083,12.293,40.8418,88.106,73.804,55.781,2517,348482,310,,production
19-Dec-09,15/9-F-12,15.03,250.041,107.047,191.368,16.117,73.50332,58.673,81.696,25.164,3378,469681,447,,production
20-Dec-09,15/9-F-12,20.14,252.496,106.987,189.813,13.599,69.73197,62.683,80.278,29.156,4229,583872,588,,production
21-Dec-09,15/9-F-12,24,247.853,107.026,190.201,16.138,76.15446,57.651,81.747,24.001,5347,739005,701,,production
22-Dec-09,15/9-F-12,24,247.098,107.031,190.14,16.167,77.30219,56.958,81.524,23.293,5356,743749,527,,production
23-Dec-09,15/9-F-12,24,248.066,107.025,189.755,16.315,73.54937,58.311,82.564,24.733,5154,715681,605,,production
24-Dec-09,15/9-F-12,24,248.53,107.021,189.623,16.402,72.07573,58.907,83.115,25.372,5064,703200,661,,production
25-Dec-09,15/9-F-12,24,248.517,107.027,189.673,16.278,72.52885,58.844,82.442,25.307,5165,723179,622,,production
26-Dec-09,15/9-F-12,24,248.719,107.034,190.14,16.472,72.72959,58.579,83.79,25.016,5149,719081,680,,production
27-Dec-09,15/9-F-12,24,248.651,107.036,190.203,16.392,72.93774,58.448,83.721,24.881,5099,711628,466,,production
28-Dec-09,15/9-F-12,24,248.478,107.038,190.265,16.301,73.33445,58.213,83.516,24.642,5298,738484,768,,production
29-Dec-09,15/9-F-12,24,248.387,107.043,190.256,16.252,73.61723,58.132,83.225,24.563,5281,739635,734,,production
30-Dec-09,15/9-F-12,24,248.351,107.046,190.235,16.211,73.73479,58.115,82.766,24.548,5280,738861,784,,production
31-Dec-09,15/9-F-12,24,248.422,107.049,190.314,16.267,73.4234,58.108,83.463,24.53,5243,763335,754,,production
01-Jan-10,15/9-F-12,24,248.271,107.054,190.242,16.169,73.83465,58.029,82.373,24.472,5262,736985,791,,production
02-Jan-10,15/9-F-12,24,248.14,107.058,190.261,16.098,74.12605,57.879,81.993,24.327,5256,735526,848,,production
03-Jan-10,15/9-F-12,24,248.068,107.062,190.492,16.272,74.23099,57.576,83.471,24.019,5228,732785,794,,production
04-Jan-10,15/9-F-12,24,248.1,107.067,190.519,16.247,74.06503,57.581,83.294,24.026,5199,730336,750,,production
05-Jan-10,15/9-F-12,24,248.051,107.072,190.489,16.251,74.13604,57.562,82.92,24.008,5206,731148,542,,production
06-Jan-10,15/9-F-12,24,248.05,107.077,190.446,16.269,74.09392,57.604,82.804,24.06,5200,729366,551,,production
07-Jan-10,15/9-F-12,24,248.007,107.082,190.584,16.376,72.82486,57.424,83.042,23.877,5190,728598,710,,production
08-Jan-10,15/9-F-12,24,247.997,107.087,190.69,16.443,72.94007,57.307,82.999,23.779,5186,727881,580,,production
09-Jan-10,15/9-F-12,22.83,255.408,107.01,188.035,15.066,60.41023,67.373,79.293,34.555,4035,592005,515,,production
10-Jan-10,15/9-F-12,24,248.434,107.071,190.299,16.178,71.87259,58.135,81.514,24.397,5141,720908,606,,production
11-Jan-10,15/9-F-12,24,247.903,107.087,190.759,16.539,74.67883,57.144,82.282,23.37,5158,722935,693,,production
12-Jan-10,15/9-F-12,24,247.75,107.095,190.654,16.484,75.14006,57.097,80.9,23.327,5161,722042,626,,production
13-Jan-10,15/9-F-12,24,247.609,107.105,190.685,16.436,75.04702,56.924,80.397,23.176,5136,718018,695,,production
14-Jan-10,15/9-F-12,24,247.243,107.119,190.764,16.56,75.24943,56.479,80.727,22.75,5092,712516,890,,production
15-Jan-10,15/9-F-12,24,246.884,107.134,190.869,16.849,75.23974,56.015,81.758,22.334,5034,704358,864,,production
16-Jan-10,15/9-F-12,24,246.513,107.152,190.902,17.028,75.16455,55.611,80.442,21.97,4979,694861,927,,production
17-Jan-10,15/9-F-12,24,246.205,107.166,191.12,17.398,75.23368,55.086,81.63,21.477,4906,685493,928,,production
18-Jan-10,15/9-F-12,24,246.06,107.181,191.317,17.791,75.15432,54.743,82.763,21.168,4689,654091,1122,,production
19-Jan-10,15/9-F-12,24,245.945,107.192,191.417,18.14,75.17542,54.528,83.128,20.975,4647,648792,1098,,production
20-Jan-10,15/9-F-12,24,245.771,107.205,191.418,18.112,75.19635,54.353,81.188,20.89,4628,645711,1316,,production
21-Jan-10,15/9-F-12,24,245.761,107.216,191.654,18.273,75.25085,54.107,81.62,20.68,4587,643438,1321,,production
22-Jan-10,15/9-F-12,24,245.866,107.224,191.871,18.397,75.24938,53.995,81.371,20.578,4563,641683,1318,,production
23-Jan-10,15/9-F-12,24,246.717,107.225,191.888,18.672,74.02601,54.829,81.245,20.888,4011,585272,1131,,production
24-Jan-10,15/9-F-12,24,247.162,107.242,192.922,19.023,75.26627,54.24,81.813,20.827,4441,637971,1254,,production
25-Jan-10,15/9-F-12,24,248.758,107.226,194.189,19.322,75.26082,54.568,83.542,21.249,4597,642489,1343,,production
26-Jan-10,15/9-F-12,23.33,253.939,107.177,192.611,18.594,64.59806,61.328,81.025,28.382,3954,567279,1136,,production
27-Jan-10,15/9-F-12,24,250.519,107.208,194.154,19.561,72.12867,56.365,83.174,23.146,4420,620160,1280,,production
28-Jan-10,15/9-F-12,24,248.753,107.248,196.073,19.742,81.16175,52.68,83.985,19.363,4626,648793,1389,,production
29-Jan-10,15/9-F-12,24,248.625,107.264,196.857,20.039,83.68664,51.767,84.541,18.414,4706,660019,1352,,production
30-Jan-10,15/9-F-12,24,248.731,107.276,197.394,20.176,85.11596,51.337,84.223,17.96,4720,662547,1401,,production
31-Jan-10,15/9-F-12,24,249.079,107.284,197.832,20.36,85.23858,51.246,84.596,17.882,4702,660598,1462,,production
01-Feb-10,15/9-F-12,24,249.613,107.289,198.219,20.693,84.21978,51.395,84.833,18.064,4673,655437,1457,,production
02-Feb-10,15/9-F-12,24,250.801,107.289,198.169,20.849,81.74401,52.632,84.671,19.327,4545,639512,1466,,production
03-Feb-10,15/9-F-12,24,251.903,107.277,198.054,21.113,77.16578,53.849,85.185,20.525,4285,625089,1490,,production
04-Feb-10,15/9-F-12,24,254.105,107.259,197.041,21.1,72.82127,57.064,83.768,23.973,4111,583843,1756,,production
05-Feb-10,15/9-F-12,24,252.867,107.283,197.659,21.278,74.07477,55.209,83.058,22.063,4257,597778,1448,,production
06-Feb-10,15/9-F-12,24,253.168,107.289,198.081,21.523,74.03822,55.087,83.56,21.944,4234,595404,1070,,production
07-Feb-10,15/9-F-12,24,254.47,107.283,198.415,21.898,73.20918,56.055,85.399,22.937,4140,587079,1509,,production
08-Feb-10,15/9-F-12,24,252.972,107.31,198.988,22.074,76.25191,53.984,85.522,20.752,4327,608912,1647,,production
09-Feb-10,15/9-F-12,24,253.163,107.315,199.289,22.208,76.21528,53.873,85.628,20.648,4301,604875,1641,,production
10-Feb-10,15/9-F-12,24,253.48,107.317,199.451,22.464,75.99397,54.029,85.256,20.82,4249,598834,1592,,production
11-Feb-10,15/9-F-12,24,254.277,107.314,199.763,22.596,74.47339,54.514,85.787,21.323,4106,576166,1738,,production
12-Feb-10,15/9-F-12,24,256.964,107.291,199.114,22.751,69.93827,57.85,85.765,24.925,3816,533211,1681,,production
13-Feb-10,15/9-F-12,24,258.093,107.257,198.633,22.545,66.40357,59.461,85.837,26.589,3737,513995,1688,,production
14-Feb-10,15/9-F-12,13.59,257.847,107.287,202.405,22.16,64.48433,55.442,84.755,25.094,2111,295953,879,,production
15-Feb-10,15/9-F-12,13.8,254.246,107.272,196.888,19.087,70.47561,57.358,82.997,24.228,2059,281383,639,,production
16-Feb-10,15/9-F-12,24,253.496,107.288,196.161,21.723,70.73496,57.335,82.358,24.208,4108,576670,1703,,production
17-Feb-10,15/9-F-12,24,253.934,107.298,197.038,22.668,70.76733,56.896,82.034,23.81,4040,567407,1652,,production
18-Feb-10,15/9-F-12,22.04,259.907,107.243,196.644,20.647,63.0327,63.263,79.494,30.235,3211,450951,1377,,production
19-Feb-10,15/9-F-12,24,254.169,107.335,197.709,23.348,71.58594,56.459,84.461,23.307,4027,565795,1786,,production
20-Feb-10,15/9-F-12,24,254.546,107.337,198.626,23.726,70.8372,55.92,85.578,22.757,3946,554371,1796,,production
21-Feb-10,15/9-F-12,24,254.949,107.342,199.481,23.933,72.83685,55.468,85.68,22.288,4037,566968,1856,,production
22-Feb-10,15/9-F-12,24,255.395,107.348,200.176,24.144,72.93807,55.218,85.78,22.04,3994,562626,1850,,production
23-Feb-10,15/9-F-12,23.5,259.597,107.33,199.993,23.808,65.90551,59.603,84.925,26.729,3461,496991,1593,,production
24-Feb-10,15/9-F-12,24,256.376,107.356,200.794,24.448,72.29625,55.582,85.346,22.718,3991,568508,1940,,production
25-Feb-10,15/9-F-12,18.5,254.708,106.128,199.055,24.027,69.43099,55.653,81.95,23.452,3288,467360,1390,,production
26-Feb-10,15/9-F-12,19.69,264.385,107.266,199.66,22.324,59.27711,64.725,79.433,32.165,2861,412151,2133,,production
27-Feb-10,15/9-F-12,17.6,257.118,107.377,201.693,23.215,67.01692,55.425,85.166,23.937,3108,433320,2441,,production
02-Mar-10,15/9-F-12,0,301.588,104.979,190.063,8.487,,111.525,5.715,110.612,0,0,0,,production
03-Mar-10,15/9-F-12,23.5,265.381,107.169,196.02,23.379,54.65945,69.361,77.737,36.807,3466,478306,1790,,production
04-Mar-10,15/9-F-12,24,256.524,107.285,194.341,28.314,62.79044,62.183,85.043,29.295,4145,573525,1808,,production
05-Mar-10,15/9-F-12,24,256.629,107.258,193.7,29.125,60.89497,62.929,84.557,29.756,4026,556183,1802,,production
06-Mar-10,15/9-F-12,20.83,256.529,107.24,193.4,29.497,59.83447,63.129,84.075,30.036,3445,475404,1578,,production
08-Mar-10,15/9-F-12,13.34,256.208,107.21,194.925,21.853,63.66892,61.283,82.326,27.803,2406,333859,807,,production
09-Mar-10,15/9-F-12,24,251.625,107.265,193.739,28,67.704,57.885,85.067,24.286,4345,599227,2405,,production
10-Mar-10,15/9-F-12,24,250.598,107.256,193.719,29.031,67.80204,56.878,85.264,23.32,4259,587889,1900,,production
11-Mar-10,15/9-F-12,23.67,254.037,107.205,193.271,28.367,61.12472,60.766,83.836,27.458,3501,485685,1440,,production
12-Mar-10,15/9-F-12,15.33,251.91,107.197,192.821,28.707,60.39289,59.089,84.68,25.798,2541,359847,969,,production
13-Mar-10,15/9-F-12,24,249.574,107.226,193.326,29.225,64.27129,56.248,85.25,22.852,3716,536775,1564,,production
14-Mar-10,15/9-F-12,24,248.59,107.265,194.626,29.632,70.19005,53.963,84.954,20.461,3802,543771,1656,,production
15-Mar-10,15/9-F-12,24,248.358,107.294,196.053,26.959,73.66667,52.305,85.679,18.751,3861,545239,2058,,production
16-Mar-10,15/9-F-12,24,249.98,107.291,196.675,25.538,70.74774,53.306,85.554,19.804,3718,527216,1776,,production
17-Mar-10,15/9-F-12,24,249.331,107.314,197.606,25.647,76.12645,51.725,84.59,18.157,3831,535713,2038,,production
18-Mar-10,15/9-F-12,24,248.354,107.315,197.852,25.56,79.85003,50.502,83.759,16.882,3927,573531,1865,,production
19-Mar-10,15/9-F-12,24,247.76,107.303,197.624,25.356,79.99953,50.136,82.942,16.56,3887,543343,2123,,production
20-Mar-10,15/9-F-12,24,247.158,107.293,197.695,25.424,80.07827,49.463,85.456,15.915,3848,537024,2121,,production
21-Mar-10,15/9-F-12,24,246.566,107.285,197.623,25.373,80.64186,48.943,86.047,15.442,3828,533776,2134,,production
22-Mar-10,15/9-F-12,24,246.024,107.276,197.186,25.258,80.91718,48.837,85.359,15.391,3454,482477,1878,,production
23-Mar-10,15/9-F-12,24,245.482,107.269,197.054,25.118,81.15679,48.428,85.166,14.997,3413,483316,2066,,production
24-Mar-10,15/9-F-12,24,245.862,107.28,197.395,25.231,81.33351,48.467,84.999,15.06,3406,481386,1954,,production
25-Mar-10,15/9-F-12,24,246.389,107.294,197.996,25.473,82.18329,48.394,84.933,14.966,3426,484059,2028,,production
26-Mar-10,15/9-F-12,24,246.651,107.31,198.788,25.462,86.566,47.862,84.317,14.389,3525,497798,2180,,production
27-Mar-10,15/9-F-12,24,247.008,107.323,199.606,25.747,89.86449,47.402,84.527,13.881,3588,507921,2193,,production
28-Mar-10,15/9-F-12,23,247.28,107.336,200.37,25.978,92.68756,46.91,85.332,13.36,3511,495565,2215,,production
29-Mar-10,15/9-F-12,24,247.683,107.346,201.12,26.225,99.94708,46.562,86.357,13.005,3740,528780,2390,,production
30-Mar-10,15/9-F-12,24,248.357,107.353,201.337,26.14,99.99982,47.02,83.844,13.476,3474,494749,2510,,production
31-Mar-10,15/9-F-12,24,248.922,107.36,202.007,26.385,97.91667,46.915,84.595,13.366,3485,496156,2752,,production
01-Apr-10,15/9-F-12,11.17,274.007,107.024,200.838,17.47,38.45268,73.169,72.389,41.675,787,119261,618,,production
02-Apr-10,15/9-F-12,24,250.889,107.391,202.584,25.452,89.77865,48.306,84.768,14.951,3408,494941,2499,,production
03-Apr-10,15/9-F-12,23.5,255.144,107.358,202.316,26.75,81.0083,52.827,83.504,19.452,3187,448583,2429,,production
04-Apr-10,15/9-F-12,24,251.461,107.404,203.909,28.216,93.8512,47.552,86.089,13.987,3495,491689,2679,,production
05-Apr-10,15/9-F-12,24,252.639,107.399,204.179,28.497,84.92011,48.459,85.817,14.938,3429,484318,2574,,production
06-Apr-10,15/9-F-12,24,254.033,107.391,204.575,28.439,80.19967,49.458,85.262,15.976,3342,473561,2466,,production
07-Apr-10,15/9-F-12,24,254.79,107.392,205.425,28.849,79.23775,49.365,86.56,15.867,3330,472636,2653,,production
08-Apr-10,15/9-F-12,24,255.339,107.397,206.06,28.951,79.25137,49.279,87.046,15.773,3198,455298,2856,,production
09-Apr-10,15/9-F-12,24,255.858,107.398,206.511,29.056,78.54738,49.347,87.44,15.855,3170,445620,2664,,production
10-Apr-10,15/9-F-12,24,255.399,107.38,206.084,28.882,78.11397,49.315,87.385,15.856,3148,439986,2685,,production
11-Apr-10,15/9-F-12,24,254.714,107.364,205.509,28.588,78.24117,49.206,87.137,15.781,3124,436803,2609,,production
12-Apr-10,15/9-F-12,24,254.096,107.351,205.159,28.274,78.33394,48.938,87.142,15.52,3108,435014,2604,,production
13-Apr-10,15/9-F-12,24,253.471,107.342,204.984,27.931,78.93999,48.487,87.134,15.073,3100,435422,2637,,production
14-Apr-10,15/9-F-12,24,252.748,107.334,204.682,27.796,79.73459,48.066,87.152,14.667,3215,447505,1789,,production
15-Apr-10,15/9-F-12,24,251.985,107.329,204.395,27.514,80.91441,47.589,87.153,14.203,3220,449867,2285,,production
16-Apr-10,15/9-F-12,24,251.04,107.324,204.075,27.278,84.00856,46.965,86.809,13.589,3259,455115,2296,,production
17-Apr-10,15/9-F-12,23.33,254.279,107.284,203.119,26.143,71.78365,51.16,84.595,18.053,2865,400337,2165,,production
18-Apr-10,15/9-F-12,24,250.411,107.303,202.962,26.866,78.62221,47.449,86.512,14.119,3151,438646,2145,,production
19-Apr-10,15/9-F-12,24,249.188,107.293,202.397,26.628,81.94453,46.791,86.057,13.469,3191,453679,2313,,production
20-Apr-10,15/9-F-12,24,247.289,107.29,201.827,26.257,97.48131,45.462,85.64,12.119,3404,473052,2080,,production
21-Apr-10,15/9-F-12,24,246.405,107.281,201.53,26.026,99.89162,44.876,86.308,11.559,2969,412428,2347,,production
22-Apr-10,15/9-F-12,24,245.454,107.268,200.746,25.833,99.92831,44.708,85.976,11.421,2950,411157,2517,,production
23-Apr-10,15/9-F-12,24,244.202,107.255,199.801,25.491,99.96237,44.401,86.335,11.136,2903,415792,2483,,production
24-Apr-10,15/9-F-12,24,252.838,107.173,199.488,24.92,70.81062,53.35,85.007,20.405,2516,359254,2235,,production
25-Apr-10,15/9-F-12,24,258.294,107.112,199.526,23.965,51.24173,58.768,82.673,25.225,2154,297182,2015,,production
26-Apr-10,15/9-F-12,24,269.759,106.994,203.149,17.666,38.1281,66.61,72.608,33.402,1635,233630,1524,,production
27-Apr-10,15/9-F-12,24,254.953,107.222,201.001,25.749,58.72166,53.952,86.067,20.462,2508,355952,2251,,production
28-Apr-10,15/9-F-12,24,268.374,107.064,201.712,20.774,42.22744,66.662,74.348,33.242,1793,256518,1495,,production
29-Apr-10,15/9-F-12,24,265.354,107.145,204.129,20.676,48.90363,61.224,78.515,27.919,2119,302185,1858,,production
30-Apr-10,15/9-F-12,24,257.114,107.283,203.096,26.418,59.81013,54.019,85.944,20.446,2574,365718,2224,,production
01-May-10,15/9-F-12,24,257.745,107.287,203.877,26.668,60.17982,53.867,86.796,20.254,2588,367984,2229,,production
02-May-10,15/9-F-12,24,257.781,107.299,204.71,27.041,62.11121,53.071,87.064,19.426,2641,374436,2245,,production
03-May-10,15/9-F-12,24,257.641,107.301,205.085,27.103,63.22424,52.555,87.055,18.87,2659,375797,2255,,production
04-May-10,15/9-F-12,15.5,263.138,107.214,205.26,22.035,53.51503,57.877,80.923,24.619,1523,215982,1234,,production
05-May-10,15/9-F-12,24,259.196,107.32,205.035,27.145,59.62318,54.161,86.743,20.616,2574,362885,2333,,production
06-May-10,15/9-F-12,24,259.753,107.314,205.134,27.659,59.21863,54.62,85.877,21.089,2531,358552,2110,,production
07-May-10,15/9-F-12,24,260.281,107.315,205.675,27.87,59.25461,54.606,86.433,21.243,2494,353907,2263,,production
08-May-10,15/9-F-12,24,260.9,107.316,206.513,28.003,59.21212,54.387,87.074,20.995,2482,352485,2305,,production
09-May-10,15/9-F-12,24,261.444,107.319,207.026,28.152,59.17946,54.418,87.009,21.02,2475,351180,2298,,production
10-May-10,15/9-F-12,24,262.004,107.324,207.504,28.137,59.16183,54.5,86.62,21.118,2766,393105,2506,,production
11-May-10,15/9-F-12,24,262.686,107.325,208.052,28.389,58.81886,54.634,87.157,21.255,2749,390316,2486,,production
12-May-10,15/9-F-12,24,263.468,107.324,208.493,28.471,58.45828,54.975,87.31,21.496,2712,373904,2473,,production
13-May-10,15/9-F-12,24,263.895,107.331,208.888,28.649,58.81314,55.007,86.863,21.603,2666,383273,2335,,production
14-May-10,15/9-F-12,24,264.487,107.335,209.297,28.705,58.87366,55.19,86.601,21.802,2702,387667,2355,,production
15-May-10,15/9-F-12,24,265.052,107.338,209.916,28.998,57.67352,55.136,87.359,21.761,2697,385414,2449,,production
16-May-10,15/9-F-12,24,265.669,107.34,210.688,29.165,58.87777,54.981,87.917,21.586,2685,383866,2317,,production
17-May-10,15/9-F-12,24,266.257,107.344,211.192,29.292,58.88293,55.064,87.975,21.681,2670,381680,2564,,production
18-May-10,15/9-F-12,24,267.224,107.341,211.388,29.526,57.92429,55.836,88.141,22.457,2640,377152,2754,,production
19-May-10,15/9-F-12,24,268.339,107.335,211.672,29.657,57.139,56.667,88.08,23.354,2574,367958,2542,,production
20-May-10,15/9-F-12,24,269.441,107.331,212.193,29.698,56.29031,57.248,88.235,23.966,2549,364275,2796,,production
21-May-10,15/9-F-12,24,270.52,107.325,212.605,29.3,55.33312,57.915,88.132,24.687,2521,361268,2667,,production
22-May-10,15/9-F-12,24,271.373,107.324,212.945,26.933,54.84136,58.428,88.311,25.232,2504,361753,2657,,production
23-May-10,15/9-F-12,24,271.915,107.328,213.407,27.084,54.86861,58.508,88.344,25.3,2500,357574,2595,,production
24-May-10,15/9-F-12,24,272.455,107.333,213.703,27.001,54.90034,58.752,87.843,25.504,2496,357401,2589,,production
25-May-10,15/9-F-12,24,273.102,107.336,214.157,27.102,54.70406,58.945,87.591,25.692,2483,355614,2688,,production
26-May-10,15/9-F-12,24,273.69,107.339,214.556,27.347,54.61929,59.135,88.079,25.877,2476,353860,2847,,production
27-May-10,15/9-F-12,24,274.049,107.339,214.687,27.51,54.65395,59.362,87.969,26.105,2421,346659,2472,,production
28-May-10,15/9-F-12,21.67,276.963,107.32,215.522,25.733,50.13662,61.441,85.659,28.295,2013,287368,1788,,production
29-May-10,15/9-F-12,24,274.203,107.357,215.343,28.135,54.79016,58.861,88.297,25.633,2456,348888,2876,,production
30-May-10,15/9-F-12,24,276.01,107.33,214.83,27.615,52.54288,61.18,86.811,27.928,2346,328847,2760,,production
31-May-10,15/9-F-12,24,295.847,107.04,214.44,19.731,31.88837,81.407,79.698,48.397,1522,209330,1650,,production
01-Jun-10,15/9-F-12,24,292.419,107.094,214.194,22.067,36.96891,78.226,82.567,45.374,1812,253711,1318,,production
02-Jun-10,15/9-F-12,24,279.885,107.296,214.882,27.361,50.25268,65.003,87.072,31.954,2421,342119,2797,,production
03-Jun-10,15/9-F-12,24,279.381,107.298,215.056,27.704,50.47827,64.325,88.421,31.263,2404,341810,2719,,production
04-Jun-10,15/9-F-12,24,279.578,107.305,215.522,27.959,50.90541,64.056,88.499,30.997,2385,339406,2639,,production
05-Jun-10,15/9-F-12,24,279.891,107.31,215.982,28.127,51.06277,63.909,88.372,30.828,2350,335321,3018,,production
06-Jun-10,15/9-F-12,24,280.156,107.315,216.413,28.21,51.24939,63.743,88.024,30.664,2344,334683,2920,,production
07-Jun-10,15/9-F-12,24,280.269,107.32,216.988,28.434,51.58466,63.281,88.706,30.166,2381,340909,2908,,production
08-Jun-10,15/9-F-12,24,280.309,107.323,217.103,28.641,51.74882,63.206,88.506,30.085,2385,340424,2913,,production
09-Jun-10,15/9-F-12,24,280.148,107.324,217.413,28.535,52.01283,62.735,88.73,29.612,2382,340231,2743,,production
10-Jun-10,15/9-F-12,24,280.197,107.322,217.583,28.546,52.05561,62.614,88.787,29.493,2378,332560,2847,,production
11-Jun-10,15/9-F-12,24,280.202,107.323,217.767,28.62,52.13987,62.435,88.698,29.295,2421,345300,2607,,production
12-Jun-10,15/9-F-12,24,280.139,107.322,217.741,28.38,52.20359,62.398,87.871,29.267,2408,344661,2701,,production
13-Jun-10,15/9-F-12,24,279.169,107.337,217.997,28.727,53.34549,61.172,88.774,27.973,2434,347693,2424,,production
14-Jun-10,15/9-F-12,22.83,279.294,107.338,217.798,28.673,52.76585,61.496,88.778,28.349,2392,342222,2809,,production
15-Jun-10,15/9-F-12,24,280.013,107.326,217.76,28.525,51.82793,62.253,88.71,29.164,2384,341217,2932,,production
16-Jun-10,15/9-F-12,24,280.725,107.314,217.619,28.463,50.93919,63.107,88.411,30.07,2353,337049,2836,,production
17-Jun-10,15/9-F-12,24,280.169,107.324,218.001,28.623,51.94649,62.168,88.781,29.074,2378,340595,2891,,production
18-Jun-10,15/9-F-12,24,280.25,107.324,218.047,28.358,51.98529,62.203,88.217,29.098,2370,340025,2836,,production
19-Jun-10,15/9-F-12,22.33,285.765,107.256,218.345,24.941,44.69499,67.42,83.645,34.34,1945,282071,2385,,production
20-Jun-10,15/9-F-12,24,279.199,107.361,219.072,28.757,52.79158,60.127,88.592,27.032,2343,334433,3005,,production
21-Jun-10,15/9-F-12,24,279.162,107.356,218.978,29.291,52.84019,60.184,89.105,27.061,2348,335066,2997,,production
22-Jun-10,15/9-F-12,24,279.685,107.345,218.906,29.244,52.34248,60.778,88.976,27.832,2329,333877,2963,,production
23-Jun-10,15/9-F-12,24,280.153,107.337,218.776,29.14,51.92502,61.378,88.524,28.322,2314,332298,2957,,production
24-Jun-10,15/9-F-12,24,280.642,107.327,218.888,29.142,51.38472,61.754,88.661,28.713,2313,327536,2953,,production
25-Jun-10,15/9-F-12,24,280.609,107.317,218.827,28.999,51.19494,61.782,88.985,28.748,2284,328557,2857,,production
26-Jun-10,15/9-F-12,24,280.725,107.315,219.016,29.008,51.25849,61.709,89.159,28.7,2282,326332,2863,,production
27-Jun-10,15/9-F-12,24,280.677,107.312,218.777,28.799,51.31335,61.9,88.419,28.891,2278,327249,2863,,production
28-Jun-10,15/9-F-12,24,280.894,107.313,218.964,28.838,51.31863,61.93,88.073,28.925,2272,326716,2868,,production
29-Jun-10,15/9-F-12,24,281.086,107.312,219.258,28.901,51.32499,61.828,87.905,28.811,2267,325921,2839,,production
30-Jun-10,15/9-F-12,24,281.291,107.312,219.707,29.032,51.28368,61.584,89.269,28.558,2263,324542,2863,,production
01-Jul-10,15/9-F-12,24,281.353,107.31,219.478,28.871,51.29269,61.876,88.265,28.862,2255,324253,2874,,production
02-Jul-10,15/9-F-12,24,281.1,107.311,219.576,28.859,51.6851,61.524,88.181,28.613,2257,325299,2899,,production
03-Jul-10,15/9-F-12,24,273.163,107.432,221.945,26.971,67.6773,51.218,89.13,18.422,2575,377099,3483,,production
04-Jul-10,15/9-F-12,24,271.796,107.45,222.297,25.595,71.93079,49.499,89,16.643,2607,378888,3443,,production
05-Jul-10,15/9-F-12,24,271.589,107.459,222.967,25.782,73.82106,48.622,89.176,15.72,2618,380188,3441,,production
